year,id_,educ,satjob,satfin,satsoc,satlife
2018,1785,16,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1786,15,Moderately satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,1787,16,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1788,16,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1789,16,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1790,16,Moderately satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1791,20,Very satisfied,Pretty well satisfied,Fair,Mostly satisfied
2018,1792,12,Very dissatisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,1793,12,.i:  Inapplicable,More or less satisfied,Excellent,Completely satisfied
2018,1794,13,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1795,13,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1796,16,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,1797,18,Moderately satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1798,16,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1799,16,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1800,11,Very dissatisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1801,14,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,1802,13,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1803,16,Moderately satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1804,16,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1805,16,Very satisfied,More or less satisfied,Very good,Completely satisfied
2018,1806,17,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1807,16,Very satisfied,More or less satisfied,Fair,Mostly satisfied
2018,1808,12,Moderately satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,1809,16,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1810,19,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1811,14,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1812,16,Moderately satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,1813,14,.i:  Inapplicable,More or less satisfied,Excellent,.i:  Inapplicable
2018,1814,16,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1815,12,Very satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1816,12,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1817,12,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1818,14,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1819,14,.i:  Inapplicable,Not satisfied at all,Poor,.i:  Inapplicable
2018,1820,13,Very satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,1821,14,Very satisfied,Not satisfied at all,Good,Mostly satisfied
2018,1822,17,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1823,14,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1824,12,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1825,12,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1826,12,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,1827,16,Very satisfied,Pretty well satisfied,Very good,Somewhat satisfied
2018,1828,11,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1829,16,Very dissatisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1830,12,Very dissatisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1831,13,.i:  Inapplicable,More or less satisfied,Excellent,.i:  Inapplicable
2018,1832,16,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1833,12,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,1834,11,.i:  Inapplicable,Not satisfied at all,Fair,Somewhat dissatisfied
2018,1835,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1836,12,Very dissatisfied,More or less satisfied,Fair,Mostly satisfied
2018,1837,14,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1838,12,Very satisfied,Pretty well satisfied,Good,Completely satisfied
2018,1839,14,.i:  Inapplicable,Pretty well satisfied,Very good,Somewhat satisfied
2018,1840,16,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1841,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1842,16,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,1843,13,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1844,12,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1845,19,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,1846,15,Very satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,1847,15,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1848,12,Moderately satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,1849,12,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,1850,7,.i:  Inapplicable,Not satisfied at all,Excellent,Mostly satisfied
2018,1851,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1852,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1853,12,Moderately satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,1854,10,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1855,18,.i:  Inapplicable,Pretty well satisfied,Poor,.i:  Inapplicable
2018,1856,13,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,1857,10,.i:  Inapplicable,Not satisfied at all,Very good,Somewhat satisfied
2018,1858,16,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1859,12,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1860,18,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1861,9,Very dissatisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,1862,14,.i:  Inapplicable,More or less satisfied,Very good,Somewhat satisfied
2018,1863,18,Moderately satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1864,11,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1865,11,Moderately satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,1866,14,.i:  Inapplicable,More or less satisfied,Very good,Somewhat satisfied
2018,1867,9,Very satisfied,Not satisfied at all,Poor,.i:  Inapplicable
2018,1868,11,Very satisfied,More or less satisfied,Very good,Completely satisfied
2018,1869,19,.i:  Inapplicable,Not satisfied at all,Poor,.i:  Inapplicable
2018,1870,13,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1871,13,A little dissatisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1872,16,.i:  Inapplicable,Pretty well satisfied,Fair,Somewhat satisfied
2018,1873,11,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1874,13,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1875,12,Very satisfied,Not satisfied at all,Excellent,Somewhat satisfied
2018,1876,6,Very satisfied,Pretty well satisfied,Fair,.i:  Inapplicable
2018,1877,12,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1878,10,.i:  Inapplicable,More or less satisfied,Poor,Somewhat satisfied
2018,1879,12,Very satisfied,Pretty well satisfied,Very good,Completely satisfied
2018,1880,9,Very satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,1881,13,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1882,8,.i:  Inapplicable,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,1883,12,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1884,12,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1885,9,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1886,12,Very dissatisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,1887,12,A little dissatisfied,Pretty well satisfied,Good,Mostly satisfied
2018,1888,12,Very satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1889,12,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1890,12,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,1891,11,Very satisfied,Pretty well satisfied,Excellent,Mostly satisfied
2018,1892,10,Very satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1893,11,.i:  Inapplicable,More or less satisfied,Good,Somewhat satisfied
2018,1894,8,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1895,13,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1896,10,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1897,14,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1898,14,Very satisfied,Pretty well satisfied,Excellent,Mostly satisfied
2018,1899,8,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1900,12,A little dissatisfied,Not satisfied at all,Good,Mostly satisfied
2018,1901,11,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1902,12,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,1903,10,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1904,10,Very satisfied,Not satisfied at all,Very good,Completely satisfied
2018,1905,4,Moderately satisfied,Not satisfied at all,Excellent,.i:  Inapplicable
2018,1906,15,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1907,14,A little dissatisfied,Pretty well satisfied,Fair,Somewhat satisfied
2018,1908,12,Moderately satisfied,More or less satisfied,Fair,Neither satisfied nor dissatisfied
2018,1909,17,Very satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,1910,15,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1911,16,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1912,20,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1913,14,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1914,12,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1915,11,A little dissatisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,1916,20,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1917,13,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,1918,12,Moderately satisfied,Pretty well satisfied,Poor,.i:  Inapplicable
2018,1919,12,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1920,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1921,14,A little dissatisfied,More or less satisfied,Good,Mostly satisfied
2018,1922,12,Very satisfied,More or less satisfied,Poor,.i:  Inapplicable
2018,1923,16,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1924,15,Moderately satisfied,Not satisfied at all,Poor,Somewhat dissatisfied
2018,1925,11,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1926,17,Very satisfied,Pretty well satisfied,Excellent,Mostly satisfied
2018,1927,13,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1928,12,Moderately satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,1929,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1930,16,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1931,11,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1932,20,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,1933,9,A little dissatisfied,More or less satisfied,Good,Neither satisfied nor dissatisfied
2018,1934,20,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1935,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1936,16,Very satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,1937,18,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1938,16,A little dissatisfied,More or less satisfied,Poor,Somewhat satisfied
2018,1939,19,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1940,16,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1941,20,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1942,12,.i:  Inapplicable,More or less satisfied,Good,Completely satisfied
2018,1943,16,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1944,14,Very satisfied,More or less satisfied,Very good,Completely satisfied
2018,1945,20,Moderately satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,1946,16,Moderately satisfied,Pretty well satisfied,.n:  No answer,.i:  Inapplicable
2018,1947,15,.i:  Inapplicable,Pretty well satisfied,Good,Somewhat satisfied
2018,1948,16,A little dissatisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1949,14,Moderately satisfied,Not satisfied at all,Very good,Mostly satisfied
2018,1950,16,Very dissatisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1951,15,.i:  Inapplicable,Not satisfied at all,Very good,Completely satisfied
2018,1952,16,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1953,14,.i:  Inapplicable,More or less satisfied,Good,Somewhat satisfied
2018,1954,12,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1955,12,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1956,12,A little dissatisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1957,17,Very satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,1958,14,A little dissatisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1959,12,.i:  Inapplicable,Not satisfied at all,Good,Somewhat satisfied
2018,1960,10,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1961,14,Very satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1962,12,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1963,20,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1964,6,Moderately satisfied,More or less satisfied,Good,Neither satisfied nor dissatisfied
2018,1965,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1966,13,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1967,6,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1968,13,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1969,14,Moderately satisfied,Not satisfied at all,Good,Neither satisfied nor dissatisfied
2018,1970,16,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,1971,14,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1972,16,Moderately satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,1973,16,Very dissatisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1974,13,A little dissatisfied,Not satisfied at all,Good,Mostly satisfied
2018,1975,9,Moderately satisfied,More or less satisfied,Fair,Mostly satisfied
2018,1976,12,.i:  Inapplicable,Not satisfied at all,Very good,.i:  Inapplicable
2018,1977,15,Very satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,1978,16,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1979,2,A little dissatisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,1980,9,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1981,12,Very satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1982,13,.i:  Inapplicable,More or less satisfied,Fair,.i:  Inapplicable
2018,1983,18,Very satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1984,16,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1985,12,A little dissatisfied,More or less satisfied,Fair,Neither satisfied nor dissatisfied
2018,1986,13,Moderately satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,1987,12,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,1988,12,Moderately satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1989,12,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,1990,12,.i:  Inapplicable,More or less satisfied,Good,Somewhat satisfied
2018,1991,11,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1992,No formal schooling,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,1993,12,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1994,9,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1995,8,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,Excellent,.i:  Inapplicable
2018,1996,14,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1997,14,.i:  Inapplicable,Not satisfied at all,Good,Mostly satisfied
2018,1998,16,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,1999,19,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,2000,12,.i:  Inapplicable,Pretty well satisfied,Very good,Completely satisfied
2018,2001,11,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,2002,15,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,2003,17,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2004,17,Very satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,2005,15,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,2006,15,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,2007,20,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2008,16,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2009,12,.i:  Inapplicable,Not satisfied at all,Very good,Somewhat satisfied
2018,2010,12,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,2011,12,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,2012,16,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2013,16,Very satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,2014,15,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,2015,13,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,2016,12,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,2017,12,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2018,15,.i:  Inapplicable,More or less satisfied,Very good,Somewhat satisfied
2018,2019,18,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2020,15,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2021,14,.i:  Inapplicable,Not satisfied at all,Good,Somewhat satisfied
2018,2022,15,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2023,18,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,2024,17,Very satisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,2025,20,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,2026,16,.n:  No answer,Pretty well satisfied,Good,.i:  Inapplicable
2018,2027,20,Very satisfied,Pretty well satisfied,Good,Mostly satisfied
2018,2028,19,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2029,14,Very satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,2030,19,.i:  Inapplicable,More or less satisfied,Good,Somewhat satisfied
2018,2031,15,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2032,16,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2033,14,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,2034,14,Very satisfied,Not satisfied at all,Fair,Mostly satisfied
2018,2035,14,Moderately satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,2036,12,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,2037,14,A little dissatisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,2038,9,Very satisfied,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,2039,10,Very dissatisfied,Not satisfied at all,Poor,.i:  Inapplicable
2018,2040,12,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2041,19,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2042,20,A little dissatisfied,Pretty well satisfied,Fair,.i:  Inapplicable
2018,2043,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2044,14,Moderately satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,2045,11,.i:  Inapplicable,More or less satisfied,Fair,Neither satisfied nor dissatisfied
2018,2046,16,.i:  Inapplicable,Not satisfied at all,Very good,Mostly satisfied
2018,2047,18,Moderately satisfied,Pretty well satisfied,Fair,.i:  Inapplicable
2018,2048,12,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,2049,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2050,12,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2051,12,Very satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2052,12,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,2053,14,.i:  Inapplicable,Pretty well satisfied,Excellent,Completely satisfied
2018,2054,12,Moderately satisfied,More or less satisfied,Good,Mostly satisfied
2018,2055,8,A little dissatisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2056,12,Moderately satisfied,Not satisfied at all,Poor,Somewhat dissatisfied
2018,2057,14,.i:  Inapplicable,Not satisfied at all,Very good,Somewhat satisfied
2018,2058,11,Moderately satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,2059,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2060,12,Moderately satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2061,14,Moderately satisfied,More or less satisfied,Excellent,Somewhat satisfied
2018,2062,14,A little dissatisfied,Not satisfied at all,Poor,.i:  Inapplicable
2018,2063,12,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2064,18,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,2065,14,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,2066,12,Very satisfied,More or less satisfied,Excellent,Mostly satisfied
2018,2067,9,.i:  Inapplicable,More or less satisfied,Very good,Completely satisfied
2018,2068,10,Moderately satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2069,14,Very satisfied,Not satisfied at all,Good,Mostly satisfied
2018,2070,15,Very dissatisfied,Not satisfied at all,Good,Somewhat satisfied
2018,2071,11,.i:  Inapplicable,More or less satisfied,Good,Mostly satisfied
2018,2072,11,.i:  Inapplicable,More or less satisfied,Fair,.i:  Inapplicable
2018,2073,9,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,2074,12,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,2075,12,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,2076,12,.i:  Inapplicable,Pretty well satisfied,Good,Mostly satisfied
2018,2077,18,Moderately satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,2078,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2079,12,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,.n:  No answer,.n:  No answer
2018,2080,12,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,2081,14,A little dissatisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,2082,14,Very dissatisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2083,14,A little dissatisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2084,16,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,2085,12,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,2086,12,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,2087,12,Very satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,2088,14,Very satisfied,Pretty well satisfied,Very good,Somewhat satisfied
2018,2089,8,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2090,12,.i:  Inapplicable,Pretty well satisfied,Good,Mostly satisfied
2018,2091,13,Moderately satisfied,Not satisfied at all,.n:  No answer,Completely satisfied
2018,2092,16,Moderately satisfied,Pretty well satisfied,Very good,Somewhat satisfied
2018,2093,17,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2094,14,Very satisfied,Pretty well satisfied,Excellent,Mostly satisfied
2018,2095,16,Very satisfied,More or less satisfied,.n:  No answer,.i:  Inapplicable
2018,2096,12,.i:  Inapplicable,More or less satisfied,Good,Mostly satisfied
2018,2097,12,A little dissatisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2098,14,Very satisfied,More or less satisfied,.n:  No answer,Somewhat satisfied
2018,2099,13,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,2100,16,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,2101,17,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2102,15,Very satisfied,Pretty well satisfied,.n:  No answer,Mostly satisfied
2018,2103,12,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,2104,12,.i:  Inapplicable,More or less satisfied,Good,Mostly satisfied
2018,2105,13,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2106,14,Moderately satisfied,Pretty well satisfied,.n:  No answer,Somewhat satisfied
2018,2107,16,Moderately satisfied,Pretty well satisfied,Very good,Completely satisfied
2018,2108,12,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,2109,16,Very satisfied,Pretty well satisfied,Excellent,Mostly satisfied
2018,2110,13,Very satisfied,More or less satisfied,.n:  No answer,.i:  Inapplicable
2018,2111,14,Very satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,2112,12,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,2113,12,Moderately satisfied,Pretty well satisfied,Fair,.i:  Inapplicable
2018,2114,20,.i:  Inapplicable,More or less satisfied,Very good,Completely satisfied
2018,2115,14,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,2116,12,.i:  Inapplicable,Not satisfied at all,Good,Neither satisfied nor dissatisfied
2018,2117,10,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,2118,14,.i:  Inapplicable,Pretty well satisfied,Good,Mostly satisfied
2018,2119,10,Very satisfied,Pretty well satisfied,Fair,Mostly satisfied
2018,2120,12,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,2121,14,Moderately satisfied,Not satisfied at all,Fair,Mostly dissatisfied
2018,2122,13,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,2123,14,.i:  Inapplicable,Pretty well satisfied,Very good,Somewhat satisfied
2018,2124,14,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,2125,14,.n:  No answer,Not satisfied at all,Fair,.i:  Inapplicable
2018,2126,14,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,2127,13,.i:  Inapplicable,Pretty well satisfied,Excellent,Completely satisfied
2018,2128,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2129,17,A little dissatisfied,Not satisfied at all,Very good,Completely satisfied
2018,2130,7,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2131,12,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,2132,12,Moderately satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,2133,20,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,2134,16,Very satisfied,More or less satisfied,Excellent,Mostly satisfied
